aligned_dna_short_read_id,experiment_dna_short_read_id,aligned_dna_short_read_file,aligned_dna_short_read_index_file,md_5_sum,reference_assembly,alignment_software,mean_coverage,analysis_details,reference_assembly_details,reference_assembly_uri,quality_issues
PMGRC-550-550-0_LS4698936_SQ6087_1,PMGRC-550-550-0_LS4698936_SQ6087,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-550-550-0_LS4698936_SQ6087.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-550-550-0_LS4698936_SQ6087.crai,25869f479c203d1112406dccf0b81879,GRCh38,bwa 0.7.17,52.0,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-551-550-2_LS4698937_SQ6088_1,PMGRC-551-550-2_LS4698937_SQ6088,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-551-550-2_LS4698937_SQ6088.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-551-550-2_LS4698937_SQ6088.crai,543652224c7e3877737aef9eb31a44bb,GRCh38,bwa 0.7.17,43.0,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-554-553-2_LS4698951_SQ6114_1,PMGRC-554-553-2_LS4698951_SQ6114,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-554-553-2_LS4698951_SQ6114.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-554-553-2_LS4698951_SQ6114.crai,d67e65782b96b277cc761a1e03e801b0,GRCh38,bwa 0.7.17,41.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-555-553-3_LS4698952_SQ6115_1,PMGRC-555-553-3_LS4698952_SQ6115,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-555-553-3_LS4698952_SQ6115.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-555-553-3_LS4698952_SQ6115.crai,11748631ddc50b9cef355c7c07234104,GRCh38,bwa 0.7.17,41.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-559-559-0_LS4743015_SQ6092_1,PMGRC-559-559-0_LS4743015_SQ6092,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-559-559-0_LS4743015_SQ6092.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-559-559-0_LS4743015_SQ6092.crai,23dfff6f635f6afdf58bc9704a3a489c,GRCh38,bwa 0.7.17,49.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-560-559-2_LS4743003_SQ6113_1,PMGRC-560-559-2_LS4743003_SQ6113,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-560-559-2_LS4743003_SQ6113.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-560-559-2_LS4743003_SQ6113.crai,2228c273fee8bf23079abb1a24ea8d0b,GRCh38,bwa 0.7.17,62.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-561-559-1_LS4743017_SQ6094_1,PMGRC-561-559-1_LS4743017_SQ6094,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-561-559-1_LS4743017_SQ6094.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-561-559-1_LS4743017_SQ6094.crai,03509b85900fe0d2cabc0ac572ab9801,GRCh38,bwa 0.7.17,50.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-562-562-0_LS4429509_SQ6071_1,PMGRC-562-562-0_LS4429509_SQ6071,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-562-562-0_LS4429509_SQ6071.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-562-562-0_LS4429509_SQ6071.crai,84185573d5f9652cf25679ce1ec8cdc0,GRCh38,bwa 0.7.17,49.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-564-575-1_LS4698994_SQ6049_1,PMGRC-564-575-1_LS4698994_SQ6049,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-564-575-1_LS4698994_SQ6049.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-564-575-1_LS4698994_SQ6049.crai,d11b05eb9b2f52160aa64d21d5818f9d,GRCh38,bwa 0.7.17,45.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-566-568-2_LS4699005_SQ6072_1,PMGRC-566-568-2_LS4699005_SQ6072,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-566-568-2_LS4699005_SQ6072.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-566-568-2_LS4699005_SQ6072.crai,fc0f05d127c9752452eeaf4dcdc4fc8d,GRCh38,bwa 0.7.17,62.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-567-568-1_LS4699006_SQ6073_1,PMGRC-567-568-1_LS4699006_SQ6073,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-567-568-1_LS4699006_SQ6073.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-567-568-1_LS4699006_SQ6073.crai,aa2b8f62c7887849871b110886c559c2,GRCh38,bwa 0.7.17,47.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-568-568-0_LS4699007_SQ6074_1,PMGRC-568-568-0_LS4699007_SQ6074,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-568-568-0_LS4699007_SQ6074.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-568-568-0_LS4699007_SQ6074.crai,0485a4d0728ff9b6103ef10b12dab9ff,GRCh38,bwa 0.7.17,38.5,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-57-53-2_LS3762978_SQ6098_1,PMGRC-57-53-2_LS3762978_SQ6098,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-57-53-2_LS3762978_SQ6098.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-57-53-2_LS3762978_SQ6098.crai,,GRCh38,bwa 0.7.17,31,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-572-572-0_LS4429511_SQ6073_1,PMGRC-572-572-0_LS4429511_SQ6073,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-572-572-0_LS4429511_SQ6073.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-572-572-0_LS4429511_SQ6073.crai,b31a9d4d4e19d887ab529b5d9e2f2728,GRCh38,bwa 0.7.17,60.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-573-575-2_LS4698997_SQ6052_1,PMGRC-573-575-2_LS4698997_SQ6052,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-573-575-2_LS4698997_SQ6052.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-573-575-2_LS4698997_SQ6052.crai,2ae3f70e00b7b3a7253af1c6819c5218,GRCh38,bwa 0.7.17,53.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-574-575-3_LS4698996_SQ6051_1,PMGRC-574-575-3_LS4698996_SQ6051,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-574-575-3_LS4698996_SQ6051.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-574-575-3_LS4698996_SQ6051.crai,7f0b541afe9f3eaa4b3615671045fc6d,GRCh38,bwa 0.7.17,33.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-575-575-0_LS4698995_SQ6050_1,PMGRC-575-575-0_LS4698995_SQ6050,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-575-575-0_LS4698995_SQ6050.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-575-575-0_LS4698995_SQ6050.crai,7da2bbc7744e65cbe42bfa372ec3b2b5,GRCh38,bwa 0.7.17,48.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-576-576-0_LS4429508_SQ6123_1,PMGRC-576-576-0_LS4429508_SQ6123,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-576-576-0_LS4429508_SQ6123.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-576-576-0_LS4429508_SQ6123.crai,b0ef63a43b649b570b66e1c2b2da98a4,GRCh38,bwa 0.7.17,11.9,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-577-578-2_LS4429506_SQ6068_1,PMGRC-577-578-2_LS4429506_SQ6068,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-577-578-2_LS4429506_SQ6068.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-577-578-2_LS4429506_SQ6068.crai,53d952f01a2a9b00ba0f58fcb28e0a4c,GRCh38,bwa 0.7.17,52.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-578-578-0_LS4429505_SQ6067_1,PMGRC-578-578-0_LS4429505_SQ6067,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-578-578-0_LS4429505_SQ6067.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-578-578-0_LS4429505_SQ6067.crai,ff070d5d9dc844ba054307a551ff20bf,GRCh38,bwa 0.7.17,49.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-579-578-1_LS4429507_SQ6069_1,PMGRC-579-578-1_LS4429507_SQ6069,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-579-578-1_LS4429507_SQ6069.cram,gs://fc-secure-24949661-c351-4884-990f-167096bc2353/cram/PMGRC-579-578-1_LS4429507_SQ6069.crai,629b32fbb77b363a5cbbacebee299cd2,GRCh38,bwa 0.7.17,51,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-59-60-3_LS3516227_SQ6113_1,PMGRC-59-60-3_LS3516227_SQ6113,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-59-60-3_LS3516227_SQ6113.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-59-60-3_LS3516227_SQ6113.crai,,GRCh38,bwa 0.7.17,48,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-590-590-0_LS4698968_SQ6119_1,PMGRC-590-590-0_LS4698968_SQ6119,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-590-590-0_LS4698968_SQ6119.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-590-590-0_LS4698968_SQ6119.crai,7f3c5fe5390ecb3803730548e464f73a,GRCh38,bwa 0.7.17,41.7,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-591-590-2_LS4698967_SQ6118_1,PMGRC-591-590-2_LS4698967_SQ6118,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-591-590-2_LS4698967_SQ6118.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-591-590-2_LS4698967_SQ6118.crai,059be152011a9840d74a2d0b08b880e1,GRCh38,bwa 0.7.17,46.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-592-590-1_LS4698966_SQ6117_1,PMGRC-592-590-1_LS4698966_SQ6117,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-592-590-1_LS4698966_SQ6117.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-592-590-1_LS4698966_SQ6117.crai,4bbf3aff3659fc5bbc7d52c36135fb62,GRCh38,bwa 0.7.17,38.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-6-5-1_LS3516208_SQ6046_1,PMGRC-6-5-1_LS3516208_SQ6046,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-6-5-1_LS3516208_SQ6046.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-6-5-1_LS3516208_SQ6046.crai,,GRCh38,bwa 0.7.17,34.1,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-60-60-0_LS3516228_SQ6114_1,PMGRC-60-60-0_LS3516228_SQ6114,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-60-60-0_LS3516228_SQ6114.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-60-60-0_LS3516228_SQ6114.crai,,GRCh38,bwa 0.7.17,35.6,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-602-602-0_LS4698991_SQ6046_1,PMGRC-602-602-0_LS4698991_SQ6046,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-602-602-0_LS4698991_SQ6046.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-602-602-0_LS4698991_SQ6046.crai,ebb9ef702f7faa11ff0d94fbcfff63ef,GRCh38,bwa 0.7.17,46.2,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-603-602-2_LS4698990_SQ6045_1,PMGRC-603-602-2_LS4698990_SQ6045,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-603-602-2_LS4698990_SQ6045.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-603-602-2_LS4698990_SQ6045.crai,339501315ffef7a572a0d15c53efc269,GRCh38,bwa 0.7.17,42.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-604-602-1_LS4698992_SQ6047_1,PMGRC-604-602-1_LS4698992_SQ6047,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-604-602-1_LS4698992_SQ6047.cram,gs://fc-secure-e5065947-acd3-4407-9b96-6a5443b7f7f5/cram/PMGRC-604-602-1_LS4698992_SQ6047.crai,97945db171ee912f4b64c8efd89ac3fb,GRCh38,bwa 0.7.17,57.0,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.","GRCh38, no alts",ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/001/405/GCA_000001405.15_GRCh38/seqs_for_alignment_pipelines.ucsc_ids/GCA_000001405.15_GRCh38_no_alt_analysis_set.fna.gz,
PMGRC-61-60-3_LS3516229_SQ6115_1,PMGRC-61-60-3_LS3516229_SQ6115,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-61-60-3_LS3516229_SQ6115.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-61-60-3_LS3516229_SQ6115.crai,,GRCh38,bwa 0.7.17,54.3,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-611-611-0_LS4429513_SQ6075_1,PMGRC-611-611-0_LS4429513_SQ6075,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-611-611-0_LS4429513_SQ6075.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-611-611-0_LS4429513_SQ6075.crai,,GRCh38,bwa 0.7.17,62.4,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-612-611-2_LS4429512_SQ6074_1,PMGRC-612-611-2_LS4429512_SQ6074,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-612-611-2_LS4429512_SQ6074.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-612-611-2_LS4429512_SQ6074.crai,,GRCh38,bwa 0.7.17,52,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
PMGRC-614-615-1_LS4429514_SQ6076_1,PMGRC-614-615-1_LS4429514_SQ6076,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-614-615-1_LS4429514_SQ6076.cram,gs://fc-secure-f27a9d2e-f2a0-4eb3-8276-fe8a570ba591/cram/PMGRC-614-615-1_LS4429514_SQ6076.crai,,GRCh38,bwa 0.7.17,47.8,"Raw reads were trimmed with fastp 0.23.2 and aligned to GRCh38 (no alts) with bwa 0.7.17. Duplicates were marked and removed with GATK 4.3.0 MarkDuplicates, and BQSR was applied. Mean depth was computed with somalier 0.2.16.",,,
